Popularity,Ratings,Total Ratings,Price($),Website
0.11679097500675212,9.2,714,148,http://www.janegordon.com
0.9897907880248478,8.1,97,127,http://spyscape.com
0.9756300251386782,7.9,160,111,http://www.earthroom.org
0.9889554794520548,6.6,19,79,
0.7696636425881548,6.9,781,126,https://tourfortolerance.org
0.9062284214887446,6.4,389,64,http://statenislandmuseum.org
