fsq Id,Name,Address,Latitude,Longitude,Category ID,Distance,Popularity,Ratings,Total Ratings,Price($),Website
553f30a8498edf5cebec7dca,Jane A. Gordon,"240 Central Park S (Broadway - 7th Ave), New York, NY 10019",40.76737,-73.981125,17044,1.9324058197445706,0.11679097500675212,9.2,714,148,http://www.janegordon.com
59e8dea21bc704679af95899,Spyscape,"928 8th Ave (at 55th St), New York, NY 10019",40.765198,-73.983618,10027,2.2423839286587013,0.9897907880248478,8.1,97,127,http://spyscape.com
4ac8f0cef964a52071bd20e3,The New York Earth Room,"141 Wooster St (btw Prince St and Houston St), New York, NY 10012",40.726021,-73.999809,10004,6.783060227964297,0.9756300251386782,7.9,160,111,http://www.earthroom.org
4c1961b0838020a142ade561,Franks Sinatra's Birthplace,"415 Monroe St (Between 4th & 5th Street), Hoboken, NJ 07030",40.743464,-74.038625,10030,7.18191823092888,0.9889554794520548,6.6,19,79,
5ba3d9a889b06a002c320338,Tour for Tolerance,"490 E 28th St, Brooklyn, NY 11226",40.638671,-73.950481,12047,16.150295544619837,0.7696636425881548,6.9,781,126,https://tourfortolerance.org
4e8388560cd6b52744838b6f,Staten Island Museum History Archives & Library,"1000 Richmond Ter (Building H), Staten Island, NY 10301",40.643975,-74.102698,12080,19.024077058105227,0.9062284214887446,6.4,389,64,http://statenislandmuseum.org
